PLAYER_ID,PLAYER_NAME
203473,Dewayne Dedmon
202699,Tobias Harris
203932,Aaron Gordon
1626169,Stanley Johnson
203210,JaMychal Green
1626199,Darrun Hilliard
203382,Aron Baynes
203083,Andre Drummond
203484,Kentavious Caldwell-Pope
203521,Matthew Dellavedova
202681,Kyrie Irving
202697,Iman Shumpert
203105,Festus Ezeli
204060,Joe Ingles
203526,Raul Neto
203497,Rudy Gobert
203918,Rodney Hood
203504,Trey Burke
202692,Alec Burks
203110,Draymond Green
203546,Ian Clark
203948,Johnny O'Bryant III
203507,Giannis Antetokounmpo
203487,Michael Carter-Williams
1626173,Rashad Vaughn
203949,James Michael McAdoo
203114,Khris Middleton
203101,Miles Plumlee
203953,Jabari Parker
203084,Harrison Barnes
1626144,Emmanuel Mudiay
203115,Will Barton
203914,Gary Harris
203999,Nikola Jokic
203086,Meyers Leonard
203944,Julius Randle
203459,Allen Crabbe
203486,Mason Plumlee
1626148,Anthony Brown
203527,Ryan Kelly
203135,Robert Sacre
203943,Noah Vonleh
204025,Tim Frazier
203081,Damian Lillard
203468,CJ McCollum
203903,Jordan Clarkson
1626156,D'Angelo Russell
1626273,Marcelo Huertas
1626192,Pat Connaughton
202709,Cory Joseph
203082,Terrence Ross
203898,Tyler Ennis
203089,John Henson
203476,Gorgui Dieng
203952,Andrew Wiggins
1626157,Karl-Anthony Towns
202357,Nemanja Bjelica
203897,Zach LaVine
203498,Shabazz Muhammad
204014,Damjan Rudez
203186,Willie Reed
203940,Adreian Payne
202388,Donald Sloan
202711,Bojan Bogdanovic
201937,Ricky Rubio
202730,Lavoy Allen
203922,Glenn Robinson III
1626147,Justin Anderson
1626202,Joe Young
203080,Thomas Robinson
203499,Shane Larkin
202362,Lance Stephenson
203085,Austin Rivers
1626204,Larry Nance Jr.
1626185,Jarell Martin
203530,Joffrey Lauvergne
1626174,Christian Wood
203991,Clint Capela
201976,Patrick Beverley
203093,Terrence Jones
203900,Markel Brown
1626171,Bobby Portis
1626167,Myles Turner
203503,Tony Snell
202710,Jimmy Butler
203926,Doug McDermott
202703,Nikola Mirotic
203524,Solomon Hill
202700,Donatas Motiejunas
203463,Ben McLemore
203112,Quincy Acy
203090,Maurice Harkless
202685,Jonas Valanciunas
1626181,Norman Powell
203481,Jeff Withey
1626146,Cliff Alexander
203508,Sergey Karasev
203458,Alex Len
203141,Mirza Teletovic
202688,Brandon Knight
1626164,Devin Booker
203462,Archie Goodwin
203933,TJ Warren
202720,Jon Leuer
203500,Steven Adams
1626166,Cameron Payne
203460,Andre Roberson
203079,Dion Waiters
201962,Toney Douglas
203076,Anthony Davis
202708,Norris Cole
201582,Alexis Ajinca
203145,Kent Bazemore
203471,Dennis Schroder
201168,Tiago Splitter
203488,Mike Muscala
203934,Lamar Patterson
203501,Tim Hardaway Jr.
202714,Shelvin Mack
203200,Justin Holiday
203118,Mike Scott
203946,Cameron Bairstow
202734,E'Twaun Moore
203512,Lucas Nogueira
202696,Nikola Vucevic
203094,Andrew Nicholson
203493,Reggie Bullock
203915,Spencer Dinwiddie
203096,Jared Sullinger
1626154,RJ Hunter
203923,James Young
203092,Tyler Zeller
203482,Kelly Olynyk
203109,Jae Crowder
1626179,Terry Rozier
203490,Otto Porter Jr.
203078,Bradley Beal
202066,Garrett Temple
203919,Jordan Adams
201593,Nikola Pekovic
1626161,Willie Cauley-Stein
202713,Kyle Singler
1626149,Montrezl Harrell
203937,Kyle Anderson
203613,Jonathon Simmons
202695,Kawhi Leonard
1626246,Boban Marjanovic
203124,Kyle O'Quinn
204067,Jarell Eddie
1626162,Kelly Oubre Jr.
203552,Seth Curry
1626168,Trey Lyles
1626178,Rondae Hollis-Jefferson
1626163,Frank Kaminsky
203087,Jeremy Lamb
203469,Cody Zeller
203935,Marcus Smart
203148,Brian Roberts
203584,Troy Daniels
203798,PJ Hairston
203088,Kendall Marshall
203187,Chris Johnson
201619,Sasha Kaun
1626153,Delon Wright
202341,James Anderson
202337,Luke Babbitt
202332,Cole Aldrich
203143,Pablo Prigioni
202353,Tibor Pleiss
203100,Tony Wroten
203909,KJ McDaniels
203906,Devyn Marble
203485,Lorenzo Brown
1626151,Aaron Harrison
203516,James Ennis III
203912,CJ Wilcox
203961,Eric Moreland
204028,Tarik Black
203994,Jusuf Nurkic
203956,Mitch McGary
1626245,Cristiano Felicio
203921,Cleanthony Early
203996,Damien Inglis
1626175,Jordan Mickey
203998,Bruno Caboclo
1626183,Branden Dawson
1626257,Salah Mejri
203930,Sean Kilpatrick
1626145,Tyus Jones
203955,Bryce Cotton
1626242,Luis Montero
204002,Edy Tavares
203963,Shayne Whittington
