player_id,season_id,cluster
239.0,2007-08,1
243.0,1996-97,0
243.0,1997-98,0
243.0,1998-99,2
243.0,1999-00,0
243.0,2000-01,0
243.0,2001-02,0
243.0,2002-03,0
243.0,2003-04,0
243.0,2004-05,2
243.0,2005-06,1
243.0,2006-07,1
244.0,1996-97,1
244.0,1997-98,0
244.0,1998-99,0
244.0,1999-00,0
244.0,2000-01,1
244.0,2001-02,1
246.0,1996-97,1
246.0,1997-98,1
247.0,1996-97,0
247.0,1997-98,0
247.0,1998-99,0
248.0,1996-97,1
248.0,1997-98,0
248.0,1998-99,2
248.0,1999-00,0
248.0,2000-01,2
248.0,2001-02,1
248.0,2002-03,2
248.0,2003-04,2
248.0,2004-05,2
251.0,1996-97,2
251.0,1997-98,2
251.0,1998-99,0
251.0,1999-00,1
251.0,2000-01,0
252.0,1996-97,0
252.0,1997-98,0
252.0,1998-99,0
252.0,1999-00,0
252.0,2000-01,0
252.0,2001-02,0
252.0,2002-03,0
252.0,2003-04,2
255.0,1996-97,0
255.0,1997-98,0
255.0,1998-99,0
255.0,1999-00,0
255.0,2000-01,1
255.0,2001-02,1
255.0,2002-03,2
255.0,2004-05,0
255.0,2005-06,2
255.0,2006-07,0
255.0,2007-08,0
255.0,2008-09,0
255.0,2009-10,0
255.0,2010-11,0
255.0,2011-12,0
255.0,2012-13,1
258.0,1996-97,1
258.0,1997-98,2
258.0,1998-99,2
258.0,1999-00,2
258.0,2000-01,0
258.0,2001-02,0
258.0,2002-03,0
258.0,2003-04,0
258.0,2004-05,2
258.0,2005-06,1
262.0,1996-97,1
262.0,1997-98,1
262.0,1999-00,1
265.0,1996-97,2
265.0,1997-98,1
265.0,1998-99,1
270.0,1996-97,0
270.0,1997-98,0
270.0,1998-99,0
270.0,1999-00,0
270.0,2000-01,0
270.0,2001-02,0
270.0,2002-03,1
270.0,2003-04,1
271.0,1996-97,2
271.0,1997-98,0
271.0,1998-99,0
271.0,1999-00,0
271.0,2000-01,0
271.0,2001-02,2
273.0,1996-97,2
273.0,1997-98,1
273.0,1998-99,1
275.0,1996-97,0
275.0,1997-98,0
275.0,1998-99,0
275.0,1999-00,0
275.0,2000-01,0
275.0,2001-02,0
275.0,2002-03,0
275.0,2003-04,0
275.0,2004-05,2
278.0,1996-97,2
278.0,1997-98,1
278.0,1998-99,1
278.0,1999-00,1
278.0,2000-01,2
278.0,2001-02,2
278.0,2002-03,1
278.0,2003-04,2
278.0,2004-05,1
278.0,2005-06,1
279.0,1996-97,1
279.0,1997-98,1
280.0,1996-97,2
280.0,1997-98,1
280.0,1998-99,1
280.0,1999-00,1
280.0,2000-01,1
280.0,2001-02,1
281.0,1996-97,2
281.0,1997-98,1
281.0,1998-99,1
281.0,1999-00,2
281.0,2000-01,0
281.0,2001-02,1
281.0,2002-03,2
281.0,2003-04,0
281.0,2004-05,1
283.0,1996-97,0
283.0,1997-98,0
283.0,1998-99,0
283.0,1999-00,0
283.0,2000-01,0
283.0,2001-02,0
283.0,2002-03,2
283.0,2003-04,1
283.0,2004-05,2
283.0,2005-06,1
283.0,2006-07,2
283.0,2007-08,1
283.0,2008-09,1
283.0,2009-10,1
287.0,1996-97,1
288.0,1996-97,2
288.0,1997-98,0
288.0,1998-99,2
288.0,1999-00,2
289.0,1997-98,1
291.0,1996-97,1
293.0,1996-97,1
296.0,1996-97,0
296.0,1997-98,0
296.0,1998-99,2
296.0,1999-00,0
296.0,2000-01,0
296.0,2001-02,0
296.0,2002-03,0
296.0,2003-04,1
297.0,1996-97,0
297.0,1997-98,0
297.0,1998-99,0
297.0,1999-00,0
297.0,2000-01,1
297.0,2001-02,0
297.0,2003-04,1
297.0,2004-05,2
297.0,2005-06,2
297.0,2006-07,2
297.0,2007-08,1
299.0,1996-97,0
299.0,1997-98,0
299.0,1998-99,0
299.0,1999-00,0
299.0,2000-01,0
299.0,2001-02,0
299.0,2002-03,0
299.0,2003-04,0
299.0,2004-05,1
302.0,1996-97,0
302.0,1997-98,0
302.0,1998-99,0
302.0,1999-00,0
302.0,2000-01,0
302.0,2001-02,1
304.0,1996-97,0
304.0,1997-98,0
304.0,1998-99,0
304.0,1999-00,0
304.0,2000-01,0
304.0,2001-02,0
304.0,2002-03,0
305.0,1996-97,1
317.0,1996-97,0
317.0,1997-98,0
317.0,1998-99,0
317.0,1999-00,0
317.0,2000-01,0
317.0,2001-02,2
323.0,1996-97,2
323.0,1997-98,0
323.0,1998-99,1
323.0,1999-00,2
323.0,2000-01,2
323.0,2001-02,1
323.0,2002-03,1
324.0,1996-97,0
324.0,1997-98,0
324.0,1998-99,2
324.0,1999-00,0
324.0,2000-01,0
324.0,2001-02,0
324.0,2002-03,0
324.0,2003-04,0
324.0,2004-05,2
328.0,1996-97,1
328.0,1997-98,1
328.0,1998-99,1
330.0,1996-97,0
330.0,1997-98,0
330.0,1998-99,0
330.0,1999-00,2
330.0,2000-01,0
330.0,2001-02,1
330.0,2002-03,1
333.0,1996-97,2
335.0,1996-97,1
339.0,1996-97,0
339.0,1997-98,0
339.0,1998-99,0
339.0,1999-00,0
339.0,2000-01,0
339.0,2001-02,2
339.0,2002-03,1
339.0,2003-04,2
339.0,2004-05,0
341.0,1996-97,1
341.0,1997-98,1
344.0,1996-97,2
344.0,1997-98,0
344.0,1998-99,0
344.0,1999-00,0
344.0,2000-01,0
344.0,2001-02,2
344.0,2003-04,1
345.0,1996-97,2
345.0,1997-98,0
345.0,1998-99,0
345.0,1999-00,0
345.0,2000-01,0
345.0,2001-02,0
349.0,1996-97,0
349.0,1997-98,0
349.0,1998-99,2
349.0,1999-00,0
349.0,2000-01,0
349.0,2001-02,0
349.0,2002-03,2
349.0,2003-04,1
351.0,1996-97,1
353.0,1996-97,2
353.0,1997-98,2
353.0,1998-99,0
353.0,1999-00,0
353.0,2000-01,0
353.0,2001-02,0
353.0,2002-03,0
353.0,2003-04,0
353.0,2004-05,0
353.0,2005-06,1
353.0,2006-07,0
353.0,2007-08,2
355.0,1996-97,0
355.0,1997-98,1
356.0,1996-97,2
356.0,1997-98,2
356.0,1998-99,1
358.0,1996-97,0
358.0,1997-98,1
358.0,1998-99,0
358.0,1999-00,0
358.0,2000-01,1
358.0,2001-02,0
358.0,2002-03,0
358.0,2003-04,0
358.0,2004-05,2
358.0,2005-06,1
358.0,2007-08,1
359.0,1996-97,2
359.0,1997-98,2
359.0,1998-99,0
359.0,1999-00,0
359.0,2000-01,2
359.0,2001-02,1
361.0,1996-97,0
361.0,1997-98,0
361.0,1998-99,0
361.0,1999-00,0
361.0,2000-01,0
361.0,2001-02,0
361.0,2002-03,0
361.0,2003-04,0
361.0,2004-05,0
361.0,2005-06,0
361.0,2006-07,2
363.0,1996-97,0
363.0,1997-98,0
363.0,1998-99,1
363.0,1999-00,0
363.0,2000-01,0
363.0,2001-02,0
363.0,2002-03,0
363.0,2003-04,2
363.0,2004-05,2
364.0,1996-97,0
364.0,1997-98,0
364.0,1998-99,0
364.0,1999-00,2
365.0,1996-97,2
365.0,1997-98,2
365.0,1998-99,1
365.0,1999-00,1
365.0,2000-01,1
365.0,2001-02,1
369.0,1996-97,2
369.0,1997-98,0
369.0,1998-99,0
369.0,1999-00,0
369.0,2000-01,0
369.0,2001-02,0
369.0,2002-03,0
369.0,2003-04,0
369.0,2004-05,1
371.0,1996-97,0
371.0,1997-98,2
371.0,1998-99,1
371.0,1999-00,0
371.0,2000-01,1
375.0,1996-97,0
375.0,1997-98,0
375.0,1998-99,0
375.0,1999-00,0
375.0,2000-01,0
375.0,2001-02,1
376.0,1996-97,0
376.0,1997-98,1
376.0,1998-99,1
376.0,1999-00,1
376.0,2000-01,1
376.0,2001-02,1
378.0,1996-97,2
380.0,1996-97,2
380.0,1997-98,1
380.0,2000-01,1
383.0,1996-97,0
383.0,1997-98,0
383.0,1998-99,0
383.0,1999-00,0
383.0,2000-01,2
383.0,2001-02,2
383.0,2002-03,0
383.0,2003-04,0
383.0,2004-05,1
384.0,1996-97,0
384.0,1997-98,0
384.0,1998-99,0
384.0,1999-00,2
384.0,2000-01,1
384.0,2001-02,2
384.0,2002-03,0
384.0,2003-04,0
384.0,2004-05,2
384.0,2005-06,2
386.0,1996-97,0
386.0,1997-98,0
386.0,1998-99,2
386.0,1999-00,2
386.0,2000-01,0
386.0,2001-02,1
389.0,1996-97,0
389.0,1997-98,0
389.0,1998-99,0
389.0,1999-00,0
389.0,2000-01,0
389.0,2001-02,2
389.0,2002-03,0
389.0,2003-04,2
389.0,2004-05,2
389.0,2005-06,2
393.0,1996-97,0
393.0,1997-98,0
393.0,1998-99,0
393.0,1999-00,0
393.0,2000-01,0
393.0,2001-02,0
393.0,2002-03,2
393.0,2003-04,0
393.0,2004-05,1
397.0,1996-97,0
397.0,1997-98,0
397.0,1998-99,0
397.0,1999-00,0
397.0,2000-01,0
397.0,2001-02,0
397.0,2002-03,0
397.0,2003-04,0
397.0,2004-05,0
399.0,1996-97,1
399.0,1997-98,1
399.0,1998-99,1
399.0,1999-00,2
399.0,2000-01,0
399.0,2001-02,2
399.0,2002-03,2
399.0,2003-04,2
400.0,1996-97,2
400.0,1997-98,0
400.0,1998-99,1
400.0,1999-00,1
400.0,2000-01,1
404.0,1996-97,1
406.0,1996-97,2
406.0,1997-98,2
406.0,1998-99,2
406.0,1999-00,2
406.0,2000-01,2
406.0,2001-02,2
406.0,2002-03,2
406.0,2003-04,2
406.0,2004-05,2
406.0,2005-06,2
406.0,2006-07,2
406.0,2007-08,2
406.0,2008-09,2
406.0,2009-10,2
406.0,2010-11,1
417.0,1996-97,0
417.0,1997-98,0
417.0,1998-99,0
417.0,1999-00,2
417.0,2000-01,0
417.0,2001-02,2
418.0,1996-97,1
418.0,1997-98,1
420.0,1996-97,2
420.0,1997-98,2
420.0,1998-99,1
422.0,1996-97,0
422.0,1997-98,2
422.0,1998-99,0
422.0,1999-00,0
422.0,2000-01,2
422.0,2001-02,0
422.0,2002-03,1
422.0,2003-04,1
423.0,1996-97,0
423.0,1997-98,0
423.0,1998-99,0
423.0,1999-00,0
423.0,2000-01,0
423.0,2001-02,2
426.0,1997-98,1
426.0,1998-99,1
426.0,2000-01,1
428.0,1996-97,0
428.0,1997-98,2
428.0,1998-99,1
428.0,1999-00,1
428.0,2000-01,1
431.0,1996-97,0
431.0,1997-98,0
431.0,1998-99,2
431.0,1999-00,0
431.0,2000-01,2
431.0,2001-02,2
431.0,2002-03,2
432.0,1996-97,1
432.0,1997-98,0
432.0,1998-99,2
432.0,1999-00,0
433.0,1996-97,1
433.0,1997-98,1
436.0,1996-97,0
436.0,1997-98,0
436.0,1998-99,0
436.0,1999-00,0
436.0,2000-01,0
436.0,2001-02,0
436.0,2002-03,0
436.0,2003-04,0
436.0,2004-05,0
436.0,2005-06,0
436.0,2006-07,0
436.0,2007-08,1
436.0,2008-09,2
436.0,2009-10,0
436.0,2010-11,1
436.0,2011-12,1
436.0,2012-13,1
441.0,1996-97,2
441.0,1997-98,0
441.0,1998-99,0
441.0,1999-00,0
441.0,2000-01,0
441.0,2001-02,0
441.0,2003-04,2
441.0,2004-05,2
441.0,2005-06,1
442.0,1996-97,1
442.0,1997-98,1
442.0,1999-00,1
442.0,2000-01,1
445.0,1996-97,0
445.0,1997-98,0
445.0,1998-99,0
445.0,1999-00,0
445.0,2000-01,0
445.0,2001-02,0
445.0,2002-03,0
445.0,2003-04,0
445.0,2004-05,0
446.0,1996-97,2
446.0,1997-98,2
446.0,1998-99,2
446.0,1999-00,0
446.0,2000-01,0
446.0,2001-02,0
446.0,2002-03,0
446.0,2003-04,0
446.0,2004-05,2
448.0,1996-97,1
448.0,1997-98,2
448.0,1998-99,1
448.0,1999-00,1
448.0,2000-01,1
448.0,2001-02,2
448.0,2002-03,1
448.0,2003-04,1
448.0,2004-05,1
448.0,2005-06,1
448.0,2006-07,1
448.0,2007-08,1
452.0,1996-97,0
452.0,1997-98,0
452.0,1998-99,2
452.0,1999-00,0
452.0,2000-01,2
452.0,2001-02,2
452.0,2002-03,1
452.0,2003-04,0
452.0,2004-05,1
452.0,2005-06,1
456.0,1997-98,0
456.0,1998-99,0
456.0,1999-00,1
457.0,1996-97,1
457.0,1997-98,1
457.0,1998-99,1
457.0,1999-00,1
458.0,1996-97,2
458.0,1997-98,0
458.0,1998-99,2
458.0,1999-00,0
458.0,2000-01,0
458.0,2001-02,1
458.0,2002-03,0
458.0,2003-04,0
458.0,2004-05,2
458.0,2005-06,2
461.0,1996-97,0
461.0,1997-98,1
461.0,1998-99,1
461.0,1999-00,1
461.0,2000-01,1
461.0,2001-02,0
461.0,2002-03,1
462.0,1997-98,2
462.0,1998-99,0
462.0,1999-00,1
462.0,2000-01,1
467.0,1996-97,0
467.0,1997-98,0
467.0,1998-99,0
467.0,1999-00,0
467.0,2000-01,0
467.0,2001-02,0
467.0,2002-03,0
467.0,2003-04,0
467.0,2004-05,0
467.0,2005-06,0
467.0,2006-07,0
467.0,2007-08,0
467.0,2008-09,0
467.0,2009-10,0
467.0,2010-11,0
467.0,2011-12,0
467.0,2012-13,0
468.0,1996-97,2
468.0,1997-98,1
468.0,1998-99,2
468.0,1999-00,0
468.0,2000-01,2
468.0,2001-02,0
468.0,2002-03,0
468.0,2003-04,2
468.0,2004-05,0
468.0,2005-06,1
469.0,1996-97,0
469.0,1997-98,0
469.0,1998-99,2
469.0,1999-00,0
469.0,2000-01,0
469.0,2001-02,0
469.0,2002-03,0
469.0,2003-04,0
672.0,1996-97,0
672.0,1997-98,0
672.0,1998-99,2
672.0,1999-00,0
672.0,2000-01,0
672.0,2001-02,1
673.0,1996-97,1
673.0,1997-98,2
673.0,1998-99,2
673.0,1999-00,0
673.0,2000-01,2
673.0,2001-02,1
673.0,2002-03,2
673.0,2003-04,1
673.0,2004-05,1
673.0,2005-06,1
673.0,2006-07,1
677.0,1996-97,2
677.0,1997-98,1
677.0,1998-99,1
677.0,1999-00,2
677.0,2000-01,2
677.0,2001-02,2
677.0,2002-03,0
677.0,2003-04,0
677.0,2004-05,0
677.0,2005-06,1
677.0,2006-07,2
679.0,1996-97,1
679.0,1997-98,0
679.0,1998-99,1
679.0,1999-00,2
679.0,2000-01,1
679.0,2001-02,1
679.0,2002-03,1
682.0,1996-97,2
682.0,1997-98,2
682.0,1998-99,1
682.0,1999-00,0
682.0,2000-01,0
682.0,2001-02,2
682.0,2002-03,2
682.0,2003-04,0
682.0,2004-05,0
685.0,1996-97,1
685.0,1997-98,0
685.0,1998-99,2
685.0,1999-00,1
685.0,2000-01,0
685.0,2001-02,1
685.0,2002-03,1
685.0,2003-04,1
686.0,1996-97,0
686.0,1997-98,0
686.0,1998-99,0
686.0,1999-00,0
686.0,2000-01,0
